,Name,Comment,stopword_comment,Hasil Sentimen
12985,Yang anna,@Nuryanti Handayani mereka yg merusak adalah oknum yg provokasi. Menyedihkan Karena semua fasilitas di rusak tapi semua jadi pelajaran untuk mahasiswa Dan anak muda penerus bangsa Indonesia. Jangan mudah di adu domba.,handayani merusak oknum provokasi menyedihkan fasilitas rusak pelajaran mahasiswa anak muda penerus bangsa indonesia mudah adu domba,Negatif
12986,Yuni Tr,Fasilitas publik yang rusak gimana ya ka?,fasilitas publik rusak kakak,Positif
12987,Nuryanti Handayani,@Yang anna saya tidak saling mengalahkan..cuma sedih.atas kemajuan negara ini di rusak dan saya sebgai rakyat kecil bekerja dgn seadanya dan mendapatkan upah yang lumayan..yang penting isi perut ank dan ortu itu lebih benting..karna mana2 orang bekerja ikut orang ya jadi budak..kalau ngak mau jadi budak jadi bos🙏🙏🙏,ana mengalahkan sedih kemajuan negara rusak sebgai rakyat seadanya upah lumayan isi perut anak orang tua benting orang orang budak ngak budak bos,Negatif
12988,I KADEK ADI SUCIPTA,"Kurang cerdas anda,,,malah go,,,lok,,,!!!",cerdas go lok,Positif
12989,Yang anna,"@Haura Kaylana buat pelajaran yg sangat berharga say, agar nanti gk mudah terprovokasi. Kalian pemuda penerus bangsa Indonesia. Jaga persatuan bangsa Indonesia. Demo boleh asal berakhlaq Dan baik, Karena demo pasti ada oknum yg provokasi Dan merusak.",kaylana pelajaran berharga sayang mudah terprovokasi pemuda penerus bangsa indonesia jaga persatuan bangsa indonesia demo berakhlaq demo oknum provokasi merusak,Negatif
12990,Yang anna,"@Nuryanti Handayani sudah gk usah Saling menyalahkan , Karena banyak berita Hoax yg berseliweran di Medsos. Mereka pemuda penerus bangsa yg terprovokasi oleh oknum yg gk suka Indonesia Maju. Alhamdulillah akhirnya Bapak presiden jokowi memberi keterangan yg jelas sehingga mereka sadar. 🙏😉👌 Di do'akan saja supaya pemuda bangsa Indonesia gk gampang di adu domba. 👌👌👌🙏🙏🙏💝",handayani menyalahkan berita isu bohong berseliweran medsos pemuda penerus bangsa terprovokasi oknum suka indonesia maju alhamdulilah presiden jokowi keterangan sehinga sadar do pemuda bangsa indonesia gampang adu domba,Positif
12991,Charlos Fernando,"Gw juga mahasiswa tapi ga demo, karna gw tau kalo yg di demo in itu ga bener dan lo pada ke makan hoax aja rugi2in waktu tenaga aja hahaha",mahasiswa demo demo in makan isu bohong rugin tenaga hahaha,Negatif
12992,Haura Kaylana,Nuryanti Handayani maaf meluruskan sblm demo biasanya pasti udh ada briefing dlu kalo gaboleh merusak fasilitas. Di medsos jg banyak rekaman cctv yg menunjukkan bahwa memang bukan mahasiswa yang mrusak fasilitas,nuryanti handayani maaf meluruskan demo briefing gaboleh merusak fasilitas medsos rekaman ctv menunjukan mahasiswa mrusak fasilitas,Negatif
12993,Nuryanti Handayani,Salah besar anda sampai demo anarkis..sedangkan presiden kita berusaha membangun ekonomi dan kemajuan negara untuk rakyat..agar yang miskin bisa berusaha dan bekerja...saya terlalu kecewa karna apa yang selama ini di bangun susah payah demi kemajuan negara kalian rusak,salah demo anarkis presiden berusaha membangun ekonomi kemajuan negara rakyat miskin berusaha kecewa bangun susah payah kemajuan negara rusak,Negatif
12994,Yang anna,"Alhamdulillah akhirnya anda sadar, Semoga anda menjadi generasi penerus bangsa yg baik Dan ber jasa pada negara.👌😉🙏 Semangat anak muda.💪💪💪 Maju nya Indonesia berada di tangan para pemuda bangsa Indonesia yg cinta tanah air.",alhamdulilah sadar semoga generasi penerus bangsa ber jasa negara semangat anak muda maju indonesia tangan pemuda bangsa indonesia cinta tanah air,Positif
12996,Ani Junaeti,Untung anda bukan ank saya. .kl ank say dh tak jewer di sklhin tingi2 kog oon apa2 ngk di selidiki kbnrn nya,untung anak anak sayang deh jewer sklhin tingi on ngk selidiki kbnrn,Negatif
12997,Egi Pradana,nggak semua mahasiswa ikut demo ya,ngak mahasiswa demo,Negatif
12998,Badar YT,"Sebagai umat beragama hendaklah kita selalu waspada terhadap berita berita yg dibawa orang lain, jangan sampai hanya karena berita yg di bawa orang yg fasik kita jadi rugi semua,",umat beragama waspada berita berita dibawa orang berita bawa orang fasik rugi,Negatif
12999,ziiz on,"Hanya orang pintar yg ikut demo,,,
Pintarnya tapi didengkull😂",orang pintar demo pintarnya didengkul,Negatif
13000,citra lestari,berpikir yg positif,berpikir positif,Positif
13002,Dnipro Surfing,Ngibul kau ikut demo,berbohong demo,Positif
13003,Sima Maya,"Di kuliahno iku ben pinter...
Ora sitik2 demo sitik2 demo....",kuliahno iku ben pinter ora sitik demo sitik demo,Negatif
13004,Pandu Priyo,Usut yg memberita hoax di sosmed bpk jokowi sungguh terlalu bikin bangsa ini jdi kacau jadi terpecah belah akibat oknum² yg tdk bertanggung jawab makasih bpk jokowi merdeka bangsa kami indonesia maju sdm unggul,usut memberita isu bohong sosmed jokowi sunguh bikin bangsa kacau terpecah belah akibat oknum bertangung terima kasih jokowi merdeka bangsa indonesia maju sdm ungul,Positif
13005,Muhammad Rofiq,Kami mendukung Pak Jokowi,mendukung jokowi,Positif
13006,anwar raisul,"Impor dan perizinan investor dibuka lebar"". Kemandirian dan keselamatan lingkungan disini dipertanyakan. Masyarakat adat yg di hutan dan lingkungan tdk dpt diganti dg uang",impor perizinan investor dibuka lebar kemandirian keselamatan lingkungan masyarakat adat hutan lingkungan diganti uang,Negatif
13007,Boy Zon,Maksudnya bkan main kasi izin aja kl mas. Kl memang ga merusak lingkungan izinnya di percepat. Ga sana sini setoran biar lancar izinnya keluar. Mungkin itu maksud presiden🤗,maksudnya bkan main kasi izin mas merusak lingkungan izinya percepat setoran biar lancar izinya maksud presiden,Negatif
13008,riyanti yanti,"org indonesia mah gampang banget termakan berita hoax..

sehat selalu bapakku, semoga allah senantiasa melindungimu..
Aamiin..🤲",orang indonesia gampang banget termakan berita isu bohong sehat bapaku semoga allah senantiasa melindungimu amin,Positif
13009,Ms Ffarhann,Sabar sehat selalu Pak menghadapi masyarakat kita yang gak mau baca Dan gak mau berpikir positif.,sabar sehat menghadapi masyarakat baca berpikir positif,Positif
13010,Jinggo Arum,"mangkanya jangan mudah di kompori... mahasiswa, buruh jangan mau di manfaatkan pihak2 yg tdk bertanggung jawab.... untuk kerua serikat baca dulu baek2 n komfirmasikan dulu kebenaran draft uu, jangan langsung ngajak demo ae rek2... eling iki sek musim corona",mangkanya mudah kompori mahasiswa buruh manfatkan bertangung kerua serikat baca baek komfirmasikan kebenaran draft langsung ngajak demo rek eling iki sek musim corona,Negatif
13011,Sarinah Sar,banyak yg termakan hoak,termakan hoak,Negatif
13012,Dentuman Ilmu,Izin nyimak 720 p semoga dapat membantu keuangan negara,izin nyimak semoga membantu keuangan negara,Positif
13013,WANTUN,Telat pak. Tapi teu nanaon yang penting sudah di klarifikasi. 😁,terlambat teu nanaon klarifikasi,Negatif
13014,Mariunus Gulö,"Bukannya telat, tapi sebenarnya udah ada informasi sebelumnya, udah dipaparkan semua, tapi ada banyak yg males membaca, bisa aja asal baca judulnya gak tau isinya...",bukanya terlambat informasi dipaparkan males membaca baca judulnya isinya,Negatif
13015,Ecih Hamdani,"Orang indo males baca pa,,rata""suka dgn berita hoax,,,sht sllu y pa jokowi😙😙😙😙😙😙😙",orang indo males baca suka berita isu bohong sht slu jokowi,Negatif
13016,Erik Nainggolan,"TOP, terimakasih presidenku! Sehat selalu pak. 
🙏🙏🙏🇮🇩",top terimakasih presidenku sehat,Positif
13017,Willy Watun,Sehat selalu pak presidenku Ir joko widodo..,sehat presidenku ir joko widodo,Positif
13018,Dollan Mancing,"Pak maaf, soal tenaga asing kok gk dijelaskan.",maaf tenaga asing,Positif
13019,Dadeh Alarsyi,Pribumi kaya mana punya perusahaan yg mampu mempekerjakan warga Indonesia.faktanya pribumi kerja pada bos bos asing.siapa yg di untungkan?,pribumi kaya perusahan mempekerjakan warga indonesia faktanya pribumi kerja bos bos asing untungkan,Negatif
13020,rodergo sle,sehat terus pak jokowi...akhirnya pendemo maluuu maluin..dengar dulu pernyatan pak presiden ..nalooo,sehat jokowi pendemo malu maluin dengar pernyatan presiden nalo,Positif
13021,Ahmad Salumpu,"Yg unjuk rasa ,blm baca aturan sdh ngamuk dan merusak fasilitas umum..dasar manusia manusia goblok yg suka dgr hoax . Baru nyesal , Bapak Presiden Jokowi , Allah Subhanahu Wata ala..akan tetap melindungimu..",unjuk baca aturan ngamuk merusak fasilitas dasar manusia manusia bodoh suka dgr isu bohong nyesal presiden jokowi allah subhanahu wata ala melindungimu,Positif
13022,Must Mustofa,Para pendemo dengar ini presiden RI . Jangan ngoceh2 di jalanan,pendemo dengar presiden ri ngoceh jalanan,Negatif
13023,Mei Dihan18,Nah.. Sekarang dah paham kan?!  Dah jelas....,deh paham deh,Positif
13024,BUNDA REOG,Siapa yg nyebar hoaaak.......lempar aj kekandang buayaaaa.......lumayan buat vitamin buaya😀😀😀😀,nyebar hoak lempar kekandang setia lumayan vitamin setia,Positif
13025,PuputLidya Ningrum,Intine pak 😭,intine,Positif
13026,Brian Asr,"Seharusnya juga DPR mensosialisasikan dengan jelas.
Kita tahu sekarang banyak hoax, akhirnya seperti ini klo kurang jelas dan tepat waktunya",dpr mensosialisasikan isu bohong,Negatif
13027,Mariunus Gulö,"Masalahnya, yg mau Demo bisa aja belum baca, sok² ngikut Demo.
Disini masalahnya karna semua dipermudah oleh pemerintah, sehingga mafia² yg selama ini menerima setoran pada gigit jari, ruang gerak mereka terbatas ..
Makanya ada begitu banyak hoax yg beredar di medsos, karna ada banyak masyarakat kita yg cepat terpengaruh dgn berita² hoax,. 
Semoga pemerintah selalu memberikan yg terbaik bagi rakyatnya.
Sehat selalu Presidenku, Presiden Indonesia.
#Indonesia_maju
#jayalah_negeriku_tercinta.",demo baca sok demo dipermudah pemerintah sehinga mafia menerima setoran gigit jari ruang gerak terbatas isu bohong beredar medsos masyarakat cepat terpengaruh berita isu bohong semoga pemerintah terbaik rakyatnya sehat presidenku presiden indonesia indonesiamajujayalahnegerikutercinta,Positif
13029,Ismail Eko,"Alah PEMBOHONG tetap aja korupsi merajalela. Gw tunggu apa kata presiden, dari UU ini akan menghapus semua kasus korupsi. Klo masih ada korupsi, berarti presiden pembohong",allah pembohong korupsi merajalela tungu presiden menghapus korupsi korupsi presiden pembohong,Negatif
13030,Brindy Maularak,Trimakasih Bpk Presiden sudah menjelaskan ini untuk menenangkan masa yang kurang pengetahuan soal Omnibus law UU Cipta Kerja,trimakasih presiden menenangkan pengetahuan omnibus law cipta kerja,Negatif
13031,Shasa Sahira,"pak saran aja, gimana kalau lain kali UU nya sebelum disahkan, mending bapak ngadain live dulu di youtube, supaya kita masyarakat indonesia tidak salah atau miss comunication sama UU yang akan dibuat pak, kan kalau kayak gini kasian yang demo juga pak, antara malu dan gimana gitu hehe. Lagian pak, baru ada demo kenapa baru diklarifikasi skrng, coba kalau dikomunikasikan dengan baik (transparansi), kan semua jadi enak gaada demo2an dan gaada tuh fasilitas2 yang dirusak sama yang buat onar waktu demo pak. Emang bapak gak sedih itu MRT dibakar kayak gitu padahal udh dibangun bagus2 lo pak ?",saran kali disahkan ngadain live youtube masyarakat indonesia salah mis comunication kayak kasian demo malu he demo diklarifikasi skrng coba dikomunikasikan transparansi enak gada demoan gada fasilitas dirusak onar demo sedih mdibakar kayak dibangun bagus,Negatif
13032,Nama Depan,"Seperti dugaan saya,",dugan,Positif
13035,Kalbar Terkini,"Dalang, kpk dilemahkan koruptor bebas, itu yg menghambat investasi, buka  menyunat hak hak tenaga kerja, kalo bapak berani hukum mati koruptor, yakin investasi masuk, ini malah dilemahkan, kacau cara berpikir penguasa dan pengusaha",dalang kpk dilemahkan koruptor bebas menghambat investasi buka menyunat hak hak tenaga kerja berani hukum mati koruptor investasi masuk dilemahkan kacau berpikir penguasa pengusaha,Negatif
13036,Mufid Achmad,"Saya sempet tanya ke salah satu pendemo di Surabaya... 
A: Kamu ikut demo untuk nuntut apa...?
B: nuntut UU omnibus law.
A: omnibus law itu apa..?
B: tidak tau.. saya hanya ikut meramaikan saja..
A: ????????#-#+@&$+$+@(@&&3-27#++@+&#-@",salah pendemo surabaya demo nuntut nuntut omnibus law omnibus law meramaikan,Negatif
13037,wireBackty Azhary,Maju terus bpk presiden... Mereka Yg berdemo. Dan Anarkhisme. Adlh  pemuja kilaper dan Di gerakkan oleh Hoaxx..,maju presiden berdemo anarkhisme pemuja kilaper gerakan isu bohong,Negatif
13038,Nanang & dilla,"Jelas ya pak uudh itu blng kalau upah buruh di hitung perjam dan jaminan sosial lain contohnya BPJS itu tidak ada , lalu cuti kerja jelas di UUD cipta kerja itu di batasi bahkan di hapus misalnya tidak boleh cuti hamil dan yg terakhir uang PHK itu terbatas contoh org sakit tidak dapat PHK orang udh tua ga dapat uang PHK itu pak yg buat rakyat Indonesia tidak terima
Mangkanya pak kita semua menolak OMNIBUSLAW.
TOLONH REVISI LG PAK
MOHON MAAF KALAU PERKATAAN SAYA ADA YANG MENYINGGUNG BAPAK",blng upah buruh hitung perjam jaminan sosial contohnya bpjs cuti kerja cipta kerja batasi hapus cuti hamil uang phk terbatas contoh orang sakit phk orang tua uang phk rakyat indonesia terimamangkanya tolak omnibuslaw tolonh revisi pakmohon maaf perkatan menyingung,Negatif
13039,Gibran Angga,"Jangan kan saya
Gubernur saja gak pada paham
Coba gubernur mana saja
Yang gak setuju..",sayagubernur pahamcoba gubernur sajayang setuju,Negatif
13040,Andreas Yufianto,"Kalau hanya jadi budak, f*ck investasi asing",budak ck investasi asing,Negatif
13041,Pandu Priyo,Stop hoax di RUU di gital sosmed dan berita agar rakyat makin paham,henti isu bohong gital sosmed berita rakyat paham,Negatif
13043,Abas W,"Mantabzz , Presiden Jokowi benar² Visioner membawa NKRI menjadi kian Mandiri , Pemerataan & Perluas Ekonomi berkeadilan, Kompetitif dan Maju.",mantabz presiden jokowi visioner membawa nkri kian mandiri pemeratan perluas ekonomi berkeadilan kompetitif maju,Negatif
13044,Syukri Channel,Kukira cuma aku doang yang setuju sama UU cipta kerja hahaha...😂😂😂,kukira setuju cipta kerja hahaha,Positif
13045,royke willem,mantap pakde.. sehat selalu ya bapak presiden Jokowi....,mantap pakde sehat presiden jokowi,Positif
13046,Ahmad Fahri,JR ke MK ya Bang Jago? Meskipun sudah ente lobi: https://www.antaranews.com/berita/1268601/presiden-jokowi-minta-dukungan-mk-terkait-omnibus-law? Mogok nasional lebih pas dong kalau gitu Bang Jago.,jr mk bang jago ente lobi mogok nasional pas bang jago,Negatif
13047,JP Channel,Alhamdulillah jadi paham skg apa itu UU Cipta Kerja... 💪🇮🇩,alhamdulilah paham skg cipta kerja,Positif
13049,Bang Joe,"Sebelum pak Jokowi memberikan Penjelasan ini,saya sudah Faham betul UU Omnibus Law yg di sahkan DPR.
Makanya sngat disesalkan bagi mereka membuat kegaduhan dn perusakan Fasilitas Umum.
Dan lagi para Oknum n Politik sebagai dalang Kerusuhan tersebut.
God Bless Pak Jokowi,Tuhan Besertamu,Sebagian besar Rakyat Indonesia mendukungmu...",jokowi penjelasan faham omnibus law sahkan dpr sngat disesalkan kegaduhan dn perusakan fasilitas oknum politik dalang kerusuhan god bles jokowi tuhan besertamu rakyat indonesia mendukungmu,Negatif
13050,Bang Joe,"@Teddy Atmaka Pratama, SE 
Pastilah Bro,itu kan Konferensi..",atmaka pratama saudara laki-laki konferensi,Negatif
13051,"Teddy Atmaka Pratama, SE","Coba mnta tolong...secara tertulis,
dan jangan secara ucapan,.dikarnakan secara tertulis lebih kuat dimata hukum.",coba mnta tolong tertulis ucapan dikarnakan tertulis kuat dimata hukum,Negatif
13052,Play With Biyash,heleh sok tau kamu,heleh sok,Negatif
13053,Mazud Hafiz,"sst, penumpang gelap jangan lupa(bisa dr dalam/luar)",st penumpang gelap lupa,Negatif
13054,Meggy Prasetyo,"Apalagi yg mereka rusak itu duit rakyat juga,membela rakyat katanya,,,keluar lgi dech anggaran bikin halte",rusak uang rakyat membela rakyat deh angaran bikin halte,Negatif
13055,Dentuman Ilmu,"Minta tolong di share, mas naskah akademiknya",tolong share mas naskah akademiknya,Negatif
13056,Hobby Gunung,semoga pernyataan bpk presiden dpt diimplementasikan  oleh jajarannya hingga sampai ke  pemegang kebijakan di daerah.,semoga pernyatan presiden dimplementasikan jajaranya hinga pemegang kebijakan daerah,Negatif
13057,Hobby Gunung,"@Solaria 28 yg belok, berarti tidur saat sidang/rapat 😊",belok tidur sat sidang rapat,Negatif
13058,Solaria 28,"Ini yang ditunggu
Aturannya sudah baik
Yg bawah"" biasanya belok""",ditunguaturanya baikyg belok,Negatif
13060,IQBAAL ASRI,"Setiap keputusan sdh di pikirkan matang2 oleh pak jokowi..pahami terlebih dahulu cermati baik2 mksdnya..terima kasih pak jokowi krn kebijkannya di masa pademi ini
kita bisa sma2 menikmati BLT,BANSOS,PRAKERJA DLL 🙏🙏",keputusan pikirkan matang jokowi pahami cermati mksdnya terima kasih jokowi kebijkanya pademi inikita menikmati blt bansos prakerja,Positif
13061,Shyati 456,Sabar y pak...sehat selalu...🥰🥰,sabar sehat,Positif
13062,Dion_ Adidast,KATAKAN TIDAK KEPADA DEMOKRAT & PKS SEKARANG,demokrat pks,Negatif
13063,BUNDA REOG,Ituuu kuping e pada di cuuuurek i...... kita udah gblog2 jadi pda dgoblokin propokatoor......udah demo2 ap pda gk maluuuuu,kuping curek gblog pda dgoblokin propokator demo pda malu,Negatif
13064,Ded's lie,"Karena saya yakin bapak jokowi gak mungkin membuat kita susah ..
Beliau selalu memberikan rakyat solusi dan alternatif yang baik dan mudah untuk kita.😇",jokowi susah beliau rakyat solusi alternatif mudah,Negatif
13065,Ismail Eko,"Kebanyakan pada mendukung semua. Rasakan 2 atau 3 tahun kedepannya, gw si tetep aja TOLAK UU ini. Gw gk mau tempat tinggal gw digusur dgn dalih investasi.",kebanyakan mendukung rasakan kedepanya si tetep tolak tingal digusur dalih investasi,Negatif
13066,marchel adi,"Buat para pengusaha,ya karyawan nya pada sok"" an mogok, padahal lagi Krisi, banyak orang pengangguran, banyak yang di PHK, mending buka lowongan yang tidak bersyukur itu yang harusnya di PHK,doain saya supaya menjadi pengusaha sukses, supaya bisa buka lowongan kerja yang banyak 😃, kebiasaan orang Indonesia,dimana anak buah lebih berkuasa daripada atasannya,dikit"" naik gaji, dikit"" demo buruh,apa tak iya perusahaan asing pergi ke Vietnam, Thailand yg rakyatnya bersyukur.mikir",pengusaha karyawan sok an mogok krisi orang penganguran phk buka lowongan bersyukur phk doain pengusaha sukses buka lowongan kerja kebiasan orang indonesia dimana anak buah berkuasa atasanya dikit gaji dikit demo buruh perusahan asing pergi vietnam thailand rakyatnya bersyukur mikir,Negatif
